text,label,rate
đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
không giống trong hình nhưng nhìn cũng được,NEG,2
áo form khá rộng nhưng 40 mấy kí như mình mặc vẫn rất đẹp,NEU,3
chất lượng sản phẩm tuyệt vời,POS,5
tạm oke,POS,5
đúng là tiền nào của đấy,POS,4
rất đáng tiền,POS,4
quá đẹp nghiên cứu lấy cái nữa,POS,4
bô mau trang ngan qua e ko mac dc luon shop,NEG,2
nhưng ksao nói chung chất lượng tốt,NEG,2
mua 1 quan dài 1 lửng,NEG,1
form đẹp vải cũng ok mất cái đường may không được chắc chắn cho lắm,POS,4
áo này vải ko đc mịn lắm,NEU,3
nhận ba lô ko ưng chỉ có ví nguyên vẹn vì có ép cũng ko biến dạng,NEG,1
k con j bag,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
túi dày dặn và chắc chắn,POS,4
shop phục vụ rất tốt rất đáng tiền sẽ luôn ủng hộ shop,POS,5
giao hàng rất nhanh tại tphcm 4 h kể từ lúc đặt,POS,5
shop ok,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắnư,POS,5
giao nhầm size nhưng chất lượng sản phẩm tốt,POS,4
chất lượng sản phẩm tốt,POS,4
sản phẩm đẹp chất lượng tốt,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn râ t ok,POS,5
vải mềm đẹp mặc mát,POS,4
đẹp lắm,POS,5
vải đẹp cực,POS,5
phù hợp v bạn từ 45 48 kg thôi,NEG,2
giao hàng cực kỳ nhanh,POS,5
chất lượng sản phẩm tuyệt vời đẹp đóng gói sản phẩm không chắc lắm thời gian giao hàng rất nhanh,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh rất ưng ý,POS,5
chất lượng sản phẩm kém đóng gói sản phẩm kém shop phục vụ kém không đáng tiền,NEG,1
áo siêu đẹp y như hình luôn luôn cập nhật mẫu mới nhé shop m sẽ ủng hộ tiếp,POS,4
giày đẹp mang êm,POS,5
màu sắc không như hìn,NEG,1
giao k đúng màu,NEG,1
giày đẹp giao nhanh như tên lửa luôn,POS,5
chắc phải mặc áo lót trong rồi mới mặc áo len để ko bị ngứa,NEG,1
đẹp hơn sức tưởng tượng đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
áo bị lủng lổ,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn sản phẩm y hình,POS,4
bông tai đẹp lắm,POS,5
giày êm chất lắm mọi người,POS,5
chất liệu sản phẩm totts,POS,4
cái cổ áo cứng quá,NEG,2
mẫu mã đẹp đóng gói cẩn thận giao hàng hơi chậm,POS,4
đẹp quá yêu quá,POS,4
nt note mua 1 hồng 1 ghi shop đã ok nhưng vẫn giao 2 ghi,NEU,3
đã test thử rất tốt,POS,5
vải mềm mát lấy thẳng bên này nên giá cũng mềm nữa không uổng công bao ngày chờ đợi,POS,5
áo đẹp,POS,5
áo rất vừa shop tư vấn chuẩn thật,POS,5
chất lượng vải nói chung cũng ổn,NEG,1
váy mặc lên rất đẹp chất vải tuy hơi mỏng nhưng mình khá ưng,POS,4
chất lượng phù hợp với 34 k,POS,5
rất đáng tiền ạ,POS,4
vải áo đẹp lắm,POS,5
nt không nhắn lại,NEG,1
không biết lâu dài có bị lỗi gì không,NEU,3
chu đáo,POS,4
mỗi tội mỏng quá,NEG,2
hàng đúng đẹp,POS,5
rất hài lòng,POS,5
chất lượng sản phẩm tuyệt vời,POS,4
vải mịn mát hơi mỏng hơn chút nhưng đẹp mặc thoải mái,POS,4
giao hàng nhanh như 1 cơn bão vải dày đep,POS,5
sp kém chất lượng,NEG,1
shop rất nhiệt tình,POS,5
vải đẹp mịn cực kì luôn lần thứ 2 mua cực kì hài lòng sẽ ủng hộ tiếp nữa ạ,POS,5
nhưng có anh giao hàng gọi em hôm trước mà hôm sao mới giao hàng cho em,NEG,2
giao hàng nhanh đồ rất đẹp đặt màu cam nhưng là màu này,NEG,1
sp ko đẹp như hình đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh,NEG,2
giao hàng nhanh áo giống hình,POS,4
sẽ còn ủng hộ mua hàng của shop thêm nữa,POS,5
vải đẹp mặc ổn đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
ôm body lắm shop giao đúng hàng đúng mẫu còn giao nhanh nữa hàng đẹp sẽ ủng hộ ạ,POS,5
áo đẹp lắm nha 100 giống hình,POS,4
màu đẹp,POS,4
thankiu shop nhiều ạ,POS,5
hàng chính hãng giống như mô tả,POS,4
nếu có 10 thì em dành cho shop leo hết luôn hehe,POS,5
áo mới giặt 1 lần đã bị trầy ra ntnay,NEG,2
khá là khó chịu khi đã có ghi trước khi đi gọi trước để check địa điểm bên giao hàng đã gọi nhưg kh khôg nhận được cuộc gọi đó vẫn đến giao và bấm chuôg nhà inh ỏi có nghĩ nếu kh ko có nhà sẽ phiền đến nhữg người xug quanh nếu tôi khôg nhận duoc bạn lại mất côg đi,NEG,1
thẳng đuột,NEG,2
đáng đồng tiền bát gạo,POS,5
shop phục vụ tốt và nói chuyện dễ thương,POS,4
hàng ok đóng gói kỹ,POS,4
có dịp sherry sẽ ủng hộ tiếp nha,POS,4
shop phục vụ rất tốt rất đáng tiền,POS,5
giao hàng nhanh 5 sao,POS,4
nhưng so với giá tiền thì rẻ,POS,4
ok,POS,4
chất áo hơi nónh xíu,NEU,3
áo rất đẹp luôn,POS,5
giày đẹp lắm ạ,POS,5
màu hơi tối hơn trong ảnh chút thôi,NEG,2
shop ko có hàng ko báo trc mà giao tiền lại luôn,NEG,1
áo chất siêu đẹp,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
shop check và giao hàng hơi lâu,NEG,1
chất vải tốt,POS,5
lần sau sẽ ủng hộ bạn,POS,5
nhà tui kiến nhiều khủng khiếp lun á,NEU,3
rất đáng tiền cảm ơn shop,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
cúc cài áo thưa quá chỉ thừa nhiều,NEG,2
san pham tuyet voi,POS,5
màu xanh dương k đúng vs hình mẫu,NEU,3
túi may chắc chắn,POS,4
giày đẹp y hình giao hành nhanh,POS,4
chất lượng tạm đc,POS,4
shop tư vấn nhiệt tình tuy nhiên đặt 1 mẫu giao 1 mẫu,NEG,2
áo đẹp chất vải tốt,POS,4
váy quá ngắn,NEG,1
miếng lót màu trắng mà giống không,NEG,1
giao sai ko chịu kiểm hàng trước khi gửi quần bó,NEG,2
chủ shop nhiệt tình,POS,5
áo đẹp mặc cũng đẹp nhưng khuyết điểm là lưng hơi chật,NEG,2
áo ổn form k xòe như trong hình lắm,POS,4
e mua mấy lần vẫn ưng mấy lần lun,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền,POS,5
đẹp lắm a,POS,5
chất lượng sản phẩm đẹp nhưng người trên 60 kg mặc chun bụng sẽ bị chật thời gian giao hàng rất nhanh,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền,POS,5
mẫu mã ok s phẩm tạm ổn,POS,4
quần đẹp lắm sẽ ủng hộ shop lâu dài chất lượng sản phẩm tuyệt vời,POS,5
quá tuyệt so với giá tiền,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,POS,4
chất liệu vải ok,POS,4
đẹp chuẩn,POS,5
mua hơi sợ mà ưng ý phết,POS,4
tóm lại là ok hết nghen,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
mjh rat thjch,POS,5
k như hình quá xấu,NEG,1
giao hàng nhanh chất lượng rất ổn sẽ ủng hộ shop lần sau,POS,5
chất ổn,POS,4
giao hàng nhanh cực áo rất đẹp ạ,POS,5
chất lượng sản phẩm tốt vải áo còn hơi xấu nhưng tổng quan thì khá đc,NEU,3
quá ẩu,NEG,1
sp tệ rất tệ đã vậy còn dính bẩn các kỉu buôn bán vậy nên nghỉ bán đi k có tâ,NEG,1
chẳng mấy khi mua đc đồ chim ưng như này,POS,5
chất lượng đc,NEU,3
mik rất ưng sản phẩm,POS,5
form xấu,NEG,2
rất đáng tiền rẻ,POS,5
mình mua mấy bộ đều bị bé hơn so với dây cáp sạc và dây tai nghe,NEG,2
gối và chăn rất êm hình giống như trên ảnh nên rất yên tâm các bác ạ,POS,5
rất thích,POS,5
chất lượng sản phẩm tuyệt vời,POS,5
quần k có chun,NEG,1
sản phẩm y hình chất ren mịn chủ shop dễ thương,POS,5
like,POS,5
chất lượng phù hợp vs giá tiền,POS,5
chất lượng sản phẩm kém,NEG,2
vải voan hơi mỏng nhưng không sao,POS,4
bii ra ch chô gâ n na ch,NEG,2
giao sai màu vs bị bung đường chỉ,NEG,1
chất mềm mịn,POS,4
hàng đúng như mô tả hàng thiireu shop gởi bù ngay rất uy tính 5 sao,POS,5
tặng con sếp nên thấy chất lượng ok,POS,5
bung chỉ vải tạm,NEG,2
em là con gái đi làm ngày 8 tiếng ko có thời gian ngồi rảnh để đi bịa chuyện,NEU,3
thời gian giao hàng nhanh mới đặt 2 h30p sau đã có hàng,POS,4
yêu shop đồ đẹp vô cùng,POS,5
không giống kích thước so với mô tả,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
đóng gói sản phẩm rất đẹp và chắc chắnáo forrm to đẹp chất đẹp,POS,5
thấy mùi thơm êm,POS,5
vải tạm dc nhưng bị lũng lỗ và dơ nữa,NEG,1
mình rất ưng ý,POS,4
rất đẹp,POS,5
đóng gói sản phẩm tạm được đặt mua ren yk giao quần su thất vọng shop,NEG,1
giá chợ đêm nhưng chất lượng hàng shop,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền giao hàng hơi lâu tí tại bị delay nhưng thôi k sao,POS,4
lần đầu mua ở shop sản phẩm rất chất lượng,POS,5
áo đẹp lắm ah vải rất ok giao hàng nhanh,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
cay ngon,POS,5
chất lượng sản phẩm tuyệt vời,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt shop phục vụ rất tốt thời gian giao hàng rất nhanh,POS,5
tạm dùng đc so với giá,NEU,3
đúng mẫu,POS,5
sản phẩm rất đẹp,POS,5
kiểu dáng đẹp nhg chất ko ổn,POS,4
áo đẹp vải mềm,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
chất tạm đc nhưng quần quá bé,NEG,2
thanks shop,POS,4
giao hàng nhanh vải ổn vừa vặn hợp túi tien sản phẩm rất ok,POS,4
hàng đẹp nhưng cạp hơi rộng bụng,NEU,3
quần đúng với hình chất lượng sản phẩm tuyệt vời,POS,5
chất lượng sản phẩm tuyệt vời,POS,5
giao hàng nhanh nghe hơi nhỏ,POS,4
pha sợi màu hồng hơi nhiều đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
ren hơi thô ráp cứng,NEG,2
so với giá thì quá ưng,POS,4
cảm ơn shop,POS,4
chất lượng sản phẩm tuyệt vời cơ mà đóng gói kĩ quá bóc mệt nghỉ luon,NEU,3
chất liệu dày dặn,POS,4
chưa test,NEU,3
áo đẹp chất đẹp tiền cũng đẹp,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
chất mát co giãn tốt chất lượng sản phẩm tuyệt vời,POS,5
tớ đặt bộ đồ cho nam nhưng vì đặt trên live là size s các bạn chốt với tớ là m tớ lại k để ý nên vẫn ok,NEU,3
chất lượng sản phẩm tuyệt vời tuy balo hơi méo lệch sang 1 bên,POS,5
nên mua,NEU,3
hàng rất đẹp màu cũng tươi nói chung m hài lòng,POS,4
chất lượng sản phẩm tốt đóng gói sản phẩm ok giao hàng chậm,POS,4
tốt chất lượng sản phẩm tốt thời gian giao hàng nhanh,POS,4
đóng gói hàng kỹ chất áo cũng được đó ạ mềm,POS,5
vải xấu và mỏng,NEG,1
túi váy hơi cạn,NEU,3
gửi sai hàng nhắn tin mấy lần ko hề phản hồi,NEG,1
đặt xanh rêu giao màu đen tuy nhiên shop đã đồng ý cho đổi mẫu khác shop phục vụ rất tốt,POS,5
chất lượng sản phẩm tuyệt vời,POS,4
thời gian giao hàng rất nhanh,POS,4
đồ đẹp lắm,POS,5
shop phục vụ rất tốt,POS,5
shop phục vụ nhiệt tình,POS,5
tien nao cua đó,NEU,3
fix full lun,NEG,1
sản phẩm do digiworld phân phối có tem bên ngoài đúng bản quốc tế chạy youtube và các chương trình tivi online rất mượt bộ xử lý cho ra hình ảnh đẹp thích nhất là tìm kiếm bằng giọng nói trên remote rất 9 xác con nít 4 t vẫn sử dụng được,POS,5
good,POS,4
mình giặt lần đầu bị phai màu đen,NEG,2
sẽ ủng hộ shop nh,POS,5
hang giong hinh,POS,4
chưa ha i lo ng,NEG,2
e đặt 23 cái mà shop giao cho e thiếu 2 cái như trên v mà giá tiền vẫn là giá của 23 cái,NEG,1
đặt cái này lại giao cái màu hồng kiểu khác cực kì vô trách nhiệm,NEG,1
quần áo cực kỳ đẹp,POS,5
túi gọn chất lượng tốt,POS,4
rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt,POS,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đep so voi giá,POS,5
rất đáng tiền,POS,4
tô t y hi nh chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POS,5
áo đthw cá tính dễ phối quần và váy chân váy,POS,4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POS,5
shop ko tư vấn nhiệt tình do mình k bít xài hỏi mấy ngày rồi onl cũng k trả lời do đóng gói mỏng manh quá nên bi vỡ rách ko thôi mình trả hang roi,NEG,2
mình rất hài lòng,POS,5
chất lượng sản phẩm tạm được shop phục vụ khá tốt thời gian giao hàng nhanh,POS,4
đồ đẹp nè chủ shop vô cùng thân thiện nc dth nữa,POS,4
chai đầy ú ụ,NEG,2
chất lượng sản phẩm tuyệt vời,POS,5
chất lượng sản phẩm tuyệt vời sản phẩm tốt vượt mong đợi,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,POS,5
shop giao hàng nhanh,POS,4
đóng gói sản phẩm ko cẩn thận,NEG,1
giày như hình,POS,4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt shop phục vụ rất tốt shop phục vụ rất tốt shop phục vụ rất tốt shop phục vụ rất tốt,POS,4
shop phục vụ rất tốt,POS,5
cùn bấm mãi không thủng,NEG,1
chất lượng sản phẩm tuyệt vời vải đẹp,POS,5
ưng hết ý,POS,5
rất đáng tiền,POS,5
thanks shop,POS,5
giao nhầm màu 1 trắng 1 xanh mà giao cho 2 xanh,NEG,2
màu đẹp bẳng nhỏ nhỏ xinh xinh mẫu mã rất đẹp,POS,5
màu và chất ko đẹp bằng trắng đen,POS,4
áo rất đẹp tuy nhiên lần này shop gửi nhầm 2 sp giống nhau cho mk hàng k có giá 2 c áo lại khác nhau,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất chậm thời gian giao hàng rất chậm,NEU,3
chất lượng sản phẩm tuyệt vời,POS,5
quần rất đẹp,POS,5
áo đẹp lắm còn có quà nữa cho shop 5 sao,POS,4
size m voi l chỉ hơn nhau có xíu ah,NEU,3
áo hơi rộng chút nhưng đẹp sẽua bên shop dài dài,POS,4
